gameid	workerid	optionorder	playergamenum
652	ATADQXPHL10Y8	2,1	2
652	A77K8W55MJEKX	2,1	2
652	AFZ1ZGPJ5SR3L	1,2	2
652	ALC5JCSV9ZJ7V	2,1	1
652	A2UJRTY2I88UBY	2,1	1
652	ALC5JCSV9ZJ7V	2,1	2
652	A3CIUPLZ6614U2	2,1	1
652	A1ZO7N82IJ9Z9Z	1,2	1
652	A2STG331R3P3FK	1,2	1
652	A3CIUPLZ6614U2	2,1	2
652	A1ZO7N82IJ9Z9Z	2,1	2
652	A1BHINLXH3E2GJ	2,1	1
652	A2STG331R3P3FK	1,2	2
652	A2UJRTY2I88UBY	2,1	2
652	A1C4Z1I2R281UT	1,2	1
652	A1BHINLXH3E2GJ	2,1	2
652	A1C4Z1I2R281UT	2,1	2
652	A150POQQ81ZRN9	2,1	1
652	A150POQQ81ZRN9	2,1	2
652	A27WPR2XQX0FFP	2,1	1
652	A27WPR2XQX0FFP	1,2	2
652	A2RVEG53L48BAE	1,2	1
652	A2RVEG53L48BAE	1,2	2
652	A1MIR0TP081SKT	1,2	1
652	A1MIR0TP081SKT	2,1	2
652	A25BDZJ7E8I0PG	2,1	1
652	A25BDZJ7E8I0PG	1,2	2
652	A52VL9T6VIRNK	2,1	1
652	A52VL9T6VIRNK	1,2	2
653	fgshjsrtyumnws456kdy	4,3,1,2	1
653	A2W547SNOCMC25	3,2,4,1	1
653	A2W547SNOCMC25	3,2,1,4	2
653	AHDBHMH3AY1V2	4,1,3,2	1
653	AHDBHMH3AY1V2	4,3,2,1	2
653	A1T3LMVKIUR9OE	3,4,2,1	1
653	AV3GP5YAMSMSL	4,2,1,3	1
653	ARLGZWN6W91WD	1,2,4,3	1
653	ARLGZWN6W91WD	4,3,1,2	2
653	A1T3LMVKIUR9OE	2,4,1,3	2
653	AV3GP5YAMSMSL	4,1,3,2	2
653	A2EO6IBGQEOMLB	2,1,3,4	1
653	A2EO6IBGQEOMLB	2,4,3,1	2
653	A2X9OAXB27TXZ7	2,4,1,3	1
653	A2X9OAXB27TXZ7	4,1,2,3	2
653	A3FOKP72T5I4FR	1,2,3,4	1
653	A1RTGA9KHJ6VS4	1,3,4,2	1
653	A1RTGA9KHJ6VS4	1,3,2,4	2
653	A3FOKP72T5I4FR	1,2,4,3	2
653	A5DZDONM2Y082	4,2,1,3	1
653	A5DZDONM2Y082	1,4,3,2	2
653	A3FJWFCS4WM9ER	2,3,1,4	1
653	A3FJWFCS4WM9ER	2,4,3,1	2
653	A3GRV5A91OW2BV	3,2,1,4	1
653	A3GRV5A91OW2BV	1,3,4,2	2
653	A1CFPKUOCGJIM6	4,1,2,3	1
653	AZ7TTELADBFM6	2,3,4,1	1
653	A1CFPKUOCGJIM6	2,3,4,1	2
653	AZ7TTELADBFM6	3,1,4,2	2
653	A1V5VJE32G7HDE	1,4,2,3	1
653	A1V5VJE32G7HDE	4,3,2,1	2
653	A1V5VJE32G7HDE	1,3,2,4	3
653	A37N4JY3863YH0	4,2,3,1	1
653	A35XHML3ZG2HFA	4,3,1,2	1
653	A37N4JY3863YH0	3,4,1,2	2
653	A35XHML3ZG2HFA	3,4,2,1	2
653	A22WWSTT8TU7G1	3,1,2,4	1
653	A3EH4H6SCWAE6F	1,2,3,4	1
653	AF883TQ7OGVI8	4,1,2,3	1
653	A22WWSTT8TU7G1	4,3,2,1	2
653	AF883TQ7OGVI8	4,1,3,2	2
653	A3EH4H6SCWAE6F	3,1,4,2	2
653	A25DP39XRZDLQM	3,2,4,1	1
653	A2ONVOI6RB6FYN	2,3,1,4	1
653	A2ONVOI6RB6FYN	2,3,4,1	2
653	A25DP39XRZDLQM	1,2,3,4	2
653	A2Q09CXIRB9PCV	4,1,2,3	1
653	A2Q09CXIRB9PCV	3,1,4,2	2
653	A1GTHD6VEY97JO	1,4,2,3	1
653	A1GTHD6VEY97JO	2,4,1,3	2
653	A128BUMKWWS54Z	4,3,1,2	1
653	A128BUMKWWS54Z	2,1,3,4	2
653	A1XOH00G800DIH	4,1,2,3	1
653	A1XOH00G800DIH	2,4,3,1	2
653	A8A18JVCPOROY	3,4,1,2	1
653	A8A18JVCPOROY	4,2,3,1	2
654	kry65i6ratjyudktsry	4,2,1,3	1
654	A2NAKIXS3DVGAA	2,4,3,1	1
654	A2NAKIXS3DVGAA	1,4,3,2	2
654	A3VBSPUPG256EK	1,2,3,4	1
654	A3VBSPUPG256EK	4,3,2,1	2
654	A3VBSPUPG256EK	4,3,1,2	3
654	Florian	1,4,3,2	1
654	Florian	2,3,4,1	2
654	A1XDXU43RJY8X7	1,4,2,3	1
654	A1XDXU43RJY8X7	2,1,3,4	2
654	A1Y5TP6O77UGHR	4,1,3,2	1
654	A34L4JED8UAIXC	2,4,3,1	1
654	A3W46EW4NQVP8W	3,4,2,1	1
654	A1Y5TP6O77UGHR	2,4,3,1	2
654	AS45CWQF2YFIQ	2,3,1,4	1
654	A3W46EW4NQVP8W	4,2,3,1	2
654	A34L4JED8UAIXC	4,2,3,1	2
654	AS45CWQF2YFIQ	3,1,2,4	2
654	A376BI2RNUIFRH	3,4,1,2	1
654	A3CPZZNZDLFL6Z	2,1,4,3	1
654	A376BI2RNUIFRH	1,3,2,4	2
654	A3CPZZNZDLFL6Z	1,3,4,2	2
654	A11S8IAAVDXCUS	3,2,4,1	1
654	A3CPZZNZDLFL6Z	4,1,2,3	3
654	A11S8IAAVDXCUS	3,1,2,4	2
654	A3CPZZNZDLFL6Z	2,1,4,3	4
654	A351PQHZ7KOX56	1,3,4,2	1
654	A351PQHZ7KOX56	2,4,1,3	2
654	A1GXFMAC759VRM	3,4,1,2	1
654	A1GXFMAC759VRM	1,2,3,4	2
654	365465	3,2,1,4	1
654	35453	4,2,3,1	1
654	A3H802XRV40Y0B	4,3,1,2	1
654	A4ZW4GNQ98HV6	3,2,4,1	1
654	A2WXCAHI446JMZ	3,4,2,1	1
654	A3H802XRV40Y0B	3,2,1,4	2
654	A4ZW4GNQ98HV6	1,2,3,4	2
654	A2WXCAHI446JMZ	2,3,4,1	2
654	A3H802XRV40Y0B	1,3,4,2	3
654	A3P5WIW36V70AI	2,1,3,4	1
654	A3H802XRV40Y0B	2,4,3,1	4
654	A3P5WIW36V70AI	4,1,2,3	2
654	AE6Z9DDYUCLKN	1,2,4,3	1
654	A1YBX7P5PY8LL	1,4,3,2	1
654	A3H802XRV40Y0B	2,1,4,3	5
654	A2RBNMRC6942T0	2,3,4,1	1
654	AE6Z9DDYUCLKN	1,3,2,4	2
654	A1DY3EW6Q0B5K5	4,1,3,2	1
654	A3H802XRV40Y0B	4,3,2,1	6
654	A2RBNMRC6942T0	4,3,2,1	2
654	A1YB7P5PY8LL	1,2,4,3	1
654	A1ISXRQO8ZQKPE	1,3,2,4	1
654	A1DY3EW6Q0B5K5	4,3,2,1	2
654	A1ISXRQO8ZQKPE	4,1,2,3	2
654	A3MFS69UTW9KL8	4,2,1,3	1
654	A11RF5IYJQL5B	2,3,1,4	1
654	A11RF5IYJQL5B	3,2,1,4	2
654	A3MFS69UTW9KL8	4,1,3,2	2
654	A3KDFZKFG91I14	4,2,3,1	1
654	A3KDFZKFG91I14	3,1,4,2	2
654	A2BQ9UA0LIKZQ3	1,4,2,3	1
654	A3GEHH49HNJM57	3,2,4,1	1
654	A3GEHH49HNJM57	2,3,4,1	2
654	A4T1X0PO5N1G9	4,1,2,3	1
654	A4T1X0PO5N1G9	1,4,2,3	2
654	A2HCKWFKLJAMRG	2,3,4,1	1
654	A2HCKWFKLJAMRG	4,2,1,3	2
654	A1DMP00EQYW34E	1,2,4,3	1
654	A1DMP00EQYW34E	2,4,1,3	2
654	A2Y5MFHO9MUJVM	4,1,3,2	1
654	A2Y5MFHO9MUJVM	1,4,3,2	2
660	kguhvmdtxhmtsd	4,2,3,1	1
660	jtyfhrsty	2,4,1,3	1
660	A3BI98I9V2FL0T	1,4,2,3	1
660	A167GO76JNIKY2	1,2,4,3	1
660	A1UQUG9J9C1SRJ	4,1,3,2	1
660	A2N8SNKVU4M1MB	4,1,3,2	1
660	A2E0XF6CUKNQOI	3,4,1,2	1
660	ANZUE8VX5IMDO	3,4,2,1	1
660	A3BI98I9V2FL0T	3,2,4,1	2
660	AMM7CHKBYLRHE	2,1,3,4	1
660	A167GO76JNIKY2	1,2,4,3	2
660	AZKC2HLJOVL04	3,4,1,2	1
660	A37E228VAEOUG7	1,2,3,4	1
660	A1UQUG9J9C1SRJ	2,3,4,1	2
660	A23P9ICBHZXE3K	3,1,2,4	1
660	A1ICEHLHW6JNN1	2,3,1,4	1
660	A2DLH5XGBNYXWS	4,2,3,1	1
660	A2E0XF6CUKNQOI	3,2,1,4	2
660	A2N8SNKVU4M1MB	4,1,2,3	2
660	ANZUE8VX5IMDO	2,3,1,4	2
660	A3OE7882P03XR4	3,4,1,2	1
660	A2P1Y1M943USUG	2,4,1,3	1
660	AS3AANFYLQ5RW	3,2,4,1	1
660	A1RVDON2TVXMSM	1,3,4,2	1
660	A23P9ICBHZXE3K	1,2,3,4	2
660	AMM7CHKBYLRHE	4,1,2,3	2
660	AZKC2HLJOVL04	1,2,3,4	2
660	A37E228VAEOUG7	1,4,3,2	2
660	A21ZMR7O42OSMI	4,3,2,1	1
660	A1ICEHLHW6JNN1	4,2,3,1	2
660	A2C39KTRMOM1XZ	1,4,3,2	1
660	A2P1Y1M943USUG	3,1,2,4	2
660	A3OE7882P03XR4	2,4,1,3	2
660	A21ZMR7O42OSMI	2,1,4,3	2
660	AS3AANFYLQ5RW	1,2,3,4	2
660	A1RVDON2TVXMSM	2,4,3,1	2
660	A2DLH5XGBNYXWS	3,4,1,2	2
660	A2G7N0X0PNX0EE	1,3,4,2	1
660	A2C39KTRMOM1XZ	4,3,2,1	2
660	ADKKDK6P4MS1Z	3,4,1,2	1
660	A2G7N0X0PNX0EE	2,1,4,3	2
660	ADKKDK6P4MS1Z	1,4,3,2	2
660	A12L49XOTAS4H8	1,4,3,2	1
660	A2EEUQ0YY2XIU	3,2,1,4	1
660	A2EEUQ0YY2XIU	4,1,3,2	2
660	AF4GCRZE8LNB7	3,2,1,4	1
660	AJ6IIWWL0KF5Q	4,3,2,1	1
660	AF4GCRZE8LNB7	2,4,3,1	2
660	A1R0689JPSQ3OF	4,1,2,3	1
660	A12L49XOTAS4H8	2,3,4,1	2
660	A2916GCJERYKC2	2,1,3,4	1
660	A1R0689JPSQ3OF	2,3,4,1	2
660	AJ6IIWWL0KF5Q	4,1,2,3	2
660	AVHC83KXLJUOW	4,3,1,2	1
660	A2CFE6AZS73RNS	2,1,4,3	1
660	A2916GCJERYKC2	2,4,1,3	2
660	A2CFE6AZS73RNS	2,3,1,4	2
660	AVHC83KXLJUOW	3,4,2,1	2
660	A39KOI3C12N5X7	4,1,3,2	1
660	A2FGJRRRIUA905	2,1,3,4	1
660	A39KOI3C12N5X7	2,4,1,3	2
660	A2FGJRRRIUA905	4,3,1,2	2
660	A2Y22O8QJPCD1Q	4,1,2,3	1
660	A2Y22O8QJPCD1Q	2,4,1,3	2
660	A1QHJGHKDIG3T5	1,2,3,4	1
660	A2MGSKCPFIZIBY	2,4,3,1	1
660	A1QHJGHKDIG3T5	4,2,1,3	2
660	A2MGSKCPFIZIBY	2,1,3,4	2
660	A1B79AW7Z2QNHI	4,3,1,2	1
660	A1B79AW7Z2QNHI	1,2,4,3	2
660	AQ8A3JYE6PO6U	4,2,3,1	1
660	AQ8A3JYE6PO6U	4,3,1,2	2
660	A2VDCUHGOZTL8R	4,2,1,3	1
660	A2VDCUHGOZTL8R	4,2,3,1	2
660	AAJ1ZQECDZBEE	4,1,2,3	1
660	AAJ1ZQECDZBEE	1,3,2,4	2
